Dataset:              Fish Trawl Data
File Name:            FTRAWL.dat
Date Created:         06/08/10
# Variables:          12
# Header Records:     23
# Data Records:       1362
Delimiter:            ,
Missing Value Symbol: .

Variables:    STATION       Station Name                          
              STAT_ALT      Alternate Site Sampled (A B or C)   
              EVNTDATE      Event Date                           
              FTRLTYPE	   Type of Fish Trawl                  
              FTRLFLAG      Status of Completed Fish Trawl      
              FSPECCNT      Total Fish Species in Trawl (#)     
              FT_DUR        Duration of Fish Trawl (mmss)       
              FWTR_SPD      Trawl Speed through Water (knots)    
              BEG_LAT       Fish Trawl Beginning Latitude (dd)   
              BEG_LNG       Fish Trawl Beginning Longitude (dd)  
              END_LAT       Fish Trawl End Latitude (dd)         
              END_LNG       Fish Trawl End Longitude (dd)        

STATION,STAT_ALT,EVNTDATE,FTRLTYPE,FTRLFLAG,FSPECCNT,FT_DUR,FWTR_SPD,BEG_LAT,BEG_LNG,END_LAT,END_LNG,FTRAWLID,
NH04-0206,A,08/17/04,NCA,SUCCESSFUL,0,09:00,2.2,42.8956,-70.8246,42.8964,-70.8187,NH04-0206-STRL,
NH04-0208,A,06/17/04,NCA,SUCCESSFUL,1,10:00,2.3,42.9085,-70.8276,42.9124,-70.8328,NH04-0208-STRL,
NH04-0208,A,08/17/04,NCA,SUCCESSFUL,1,10:00,2.1,42.9126,-70.834,42.9099,-70.8284,NH04-0208-STRL,
NH04-0210,A,06/10/04,NCA,SUCCESSFUL,1,08:00,2.0,42.9931,-70.9439,42.9903,-70.9462,NH04-0210-STRL,
NH04-0211,A,06/11/04,NCA,SUCCESSFUL,1,10:00,2.1,43.0133,-70.9389,43.0082,-70.939,NH04-0211-STRL,
NH04-0213,A,06/14/04,NCA,UNSUCCESSFUL,., ,.,43.0213,-70.917,.,.,NH04-0213,
NH04-0213,A,10/18/04,NCA,SUCCESSFUL,3,09:03,2.1,43.0237,-70.935,43.0281,-70.9346,NH04-0213-STRL,
NH04-0215,A,05/27/04,NCA,SUCCESSFUL,6,10:00,2.2,43.0502,-70.9146,43.0445,-70.9166,NH04-0215-STRL,
NH04-0215,A,07/13/04,NCA,SUCCESSFUL,1,10:00,2.1,43.0452,-70.9165,43.0498,-70.9148,NH04-0215-STRL,
NH04-0217,A,06/01/04,NCA,SUCCESSFUL,1,10:00,2.3,43.0576,-70.907,43.0579,-70.9113,NH04-0217-STRL,
NH04-0217,A,07/14/04,NCA,SUCCESSFUL,2,10:00,2.1,43.0603,-70.9056,43.0585,-70.899,NH04-0217-STRL,
NH04-0219,A,05/03/04,NCA,SUCCESSFUL,4,10:00,2.1,43.0606,-70.8509,43.0608,-70.8585,NH04-0219-STRL,
NH04-0219,A,09/30/04,NCA,SUCCESSFUL,0,10:00,2.1,43.0602,-70.8506,43.0614,-70.8573,NH04-0219-STRL,
NH04-0221,A,06/15/04,NCA,SUCCESSFUL,0,10:00,2.2,43.0522,-70.7565,43.0507,-70.7634,NH04-0221-STRL,
NH04-0221,A,09/27/04,NCA,SUCCESSFUL,1,10:00,2.0,43.0518,-70.7598,43.0526,-70.7528,NH04-0221-STRL,
NH04-0225,A,06/04/04,NCA,SUCCESSFUL,3,10:00,2.1,43.0652,-70.9092,43.0658,-70.9164,NH04-0225-STRL,
NH04-0225,A,08/09/04,NCA,SUCCESSFUL,2,10:00,2.3,43.0654,-70.9102,43.0662,-70.9168,NH04-0225-STRL,
NH04-0230,A,06/15/04,NCA,SUCCESSFUL,1,10:00,2.0,43.065,-70.7286,43.0689,-70.7302,NH04-2030-STRL,
NH04-0230,A,08/02/04,NCA,SUCCESSFUL,1,08:30,2.1,43.0647,-70.7292,43.068,-70.7286,NH04-0230-STRL,
NH04-0233,A,04/16/04,NCA,SUCCESSFUL,2,10:00,2.2,43.0767,-70.897,43.0794,-70.8907,NH04-0233-STRL,
NH04-0233,A,07/13/04,NCA,SUCCESSFUL,0,10:00,2.0,43.0774,-70.8959,43.0797,-70.8904,NH04-0233-STRL,
NH04-0235,A,06/24/04,NCA,SUCCESSFUL,2,10:00,2.1,43.0842,-70.8634,43.0886,-70.8604,NH04-0235-STRL,
NH04-0235,A,09/30/04,NCA,SUCCESSFUL,0,10:00,2.1,43.0835,-70.8634,43.0878,-70.8599,NH04-0235-STRL,
NH04-0240,A,06/28/04,NCA,SUCCESSFUL,3,10:00,2.0,43.0977,-70.8822,43.0946,-70.8773,NH04-0240-STRL,
NH04-0245,A,06/03/04,NCA,SUCCESSFUL,2,10:00,2.0,43.1084,-70.8556,43.1157,-70.8559,NH04-0245-STRL,
NH04-0245,A,07/20/04,NCA,SUCCESSFUL,1,10:00,2.1,43.1098,-70.8622,43.114,-70.8628,NH04-2045-STRL,
NH04-0247,A,06/04/04,NCA,UNSUCCESSFUL,., ,.,43.1152,-70.8105,.,.,NH04-0247-STRL,
NH04-0247,A,07/20/04,NCA,UNSUCCESSFUL,., ,.,43.112,-70.8069,.,.,NH04-0247-STRL,
NH04-0249,A,06/18/04,NCA,SUCCESSFUL,1,10:00,2.1,43.1295,-70.8833,43.1253,-70.8799,NH04-0249-STRL,
NH04-0249,A,09/27/04,NCA,SUCCESSFUL,0,10:00,2.1,43.1258,-70.8799,43.1297,-70.8835,NH04-0249-STRL,
NH04-0254,B,06/21/04,NCA,SUCCESSFUL,3,10:00,2.1,43.1385,-70.8313,43.1436,-70.8335,NH04-0254-STRL,
NH04-0254,B,07/06/04,NCA,SUCCESSFUL,3,10:00,2.2,43.1381,-70.8313,43.1439,-70.8334,NH04-0254-STRL,
NH04-0256,A,06/16/04,NCA,SUCCESSFUL,1,10:00,2.1,43.1218,-70.8323,43.1506,-70.8336,NH04-0256-STRL,
NH04-0256,A,08/03/04,NCA,SUCCESSFUL,2,10:00,2.1,43.1612,-70.8279,43.1567,-70.83,NH04-0256-STRL,
NH04-0257,A,06/28/04,NCA,SUCCESSFUL,3,08:40,2.0,43.1717,-70.864,43.1743,-70.8697,NH04-0257-STRL,
NH04-0257,A,09/30/04,NCA,SUCCESSFUL,1,08:13,2.0,43.172,-70.8646,43.1744,-70.8692,NH04-0257-STRL,
NH04-0261,B,06/21/04,NCA,SUCCESSFUL,3,08:58,2.3,43.1852,-70.8295,43.1814,-70.8269,NH04-0261-STRL,
NH04-0261,B,08/03/04,NCA,SUCCESSFUL,0,10:00,2.2,43.1882,-70.8296,43.1833,-70.8285,NH04-0261-STRL,
NH04-0264,B,06/29/04,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NH04-0264-STRL,
NJ04-0003,A,06/30/04,NCA,SUCCESSFUL,0,10:00,1.5,40.4345,-74.0356,40.4349,-74.0411,NJ04-0003-STRL,
NJ04-0013,A,08/17/04,NCA,SUCCESSFUL,4,10:00,.,40.8032,-74.1395,40.807,-74.1392,NJ04-0013-STRL,
NJ04-0023,A,09/27/04,NCA,SUCCESSFUL,0,10:00,.,39.2069,-74.6548,39.2027,-74.6552,NJ04-0023-STRL,
NJ04-0043,A,07/28/04,NCA,SUCCESSFUL,4,10:00,.,39.6392,-74.2049,39.6425,-74.2071,NJ04-0043-STRL,
NJ04-0053,A,07/20/04,NCA,SUCCESSFUL,5,10:00,1.5,40.0929,-74.0802,40.0906,-74.0759,NJ04-0053-STRL,
NJ04-0073,A,08/09/04,NCA,UNSUCCESSFUL,.,10:00,1.5,40.0807,-74.8696,40.0667,-74.8667,NJ04-0073-STRL,
NJ04-0077,A,08/11/04,NCA,SUCCESSFUL,4,08:00,1.5,39.8801,-75.1765,39.8799,-75.1794,NJ04-0077-STRL,
NJ04-0223,B,09/17/04,NCA,SUCCESSFUL,0,10:00,.,39.3732,-74.4074,39.3765,-74.4108,NJ04-0223-STRL,
NJ04-0226,B,09/15/04,NCA,SUCCESSFUL,0,10:00,.,39.4424,-74.3459,39.4412,-74.3508,NJ04-0226-STRL,
NJ04-0228,A,08/18/04,NCA,SUCCESSFUL,1,10:00,.,39.5345,-74.27,39.5375,-74.2684,NJ04-0228-STRL,
NJ04-0231,A,07/27/04,NCA,SUCCESSFUL,3,10:00,.,39.6093,-74.2158,39.6104,-74.2206,NJ04-0231-STRL,
NJ04-0233,A,07/27/04,NCA,SUCCESSFUL,4,10:00,.,39.6586,-74.2199,39.6567,-74.2154,NJ04-0233-STRL,
NJ04-0250,A,09/22/04,NCA,SUCCESSFUL,8,10:00,.,39.0068,-74.9588,39.0106,-74.9593,NJ04-0250-STRL,
NJ04-0252,A,09/21/04,NCA,SUCCESSFUL,8,10:00,.,39.1382,-74.9684,39.1391,-74.9629,NJ04-0252-STRL,
NJ04-0272,A,08/31/04,NCA,SUCCESSFUL,5,09:00,.,39.5827,-75.4943,39.5842,-75.4906,NJ04-0272-STRL,
NJ04-0400,A,08/23/04,NCA,SUCCESSFUL,6,09:50,.,40.4858,-74.2749,40.4864,-74.271,NJ04-0400-STRL,
NJ04-0405,A,07/23/04,NCA,SUCCESSFUL,10,10:00,1.5,40.4798,-74.0785,40.4767,-74.0722,NJ04-0405-STRL,
NJ04-0408,A,08/17/04,NCA,SUCCESSFUL,4,08:00,.,40.734,-74.1585,40.7354,-74.1616,NJ04-0408-STRL,
NJ04-0411,A,09/16/04,NCA,UNSUCCESSFUL,., ,1.5,40.9517,-73.9115,40.95,-73.9,NJ04-0411-,
NJ04-0413,A,09/24/04,NCA,SUCCESSFUL,3,10:00,.,39.0106,-74.8141,39.0067,-74.8152,NJ04-0413-STRL,
NJ04-0414,A,09/23/04,NCA,UNSUCCESSFUL,0,10:00,.,39.0586,-74.7631,39.0616,-74.7594,NJ04-0414-STRL,
NJ04-0416,A,09/23/04,NCA,SUCCESSFUL,0,10:00,.,39.1139,-74.7189,39.1164,-74.7212,NJ04-0416-STRL,
NJ04-0419,A,09/27/04,NCA,SUCCESSFUL,0,10:00,.,39.3059,-74.675,39.3076,-74.6795,NJ04-0419-STRL,
NJ04-0422,A,09/17/04,NCA,UNSUCCESSFUL,., ,.,39.3624,-74.5108,.,.,NJ04-0422-STRL,
NJ04-0424,A,09/28/04,NCA,SUCCESSFUL,5,10:00,.,39.4442,-74.7236,39.4403,-74.7223,NJ04-0424-STRL,
NJ04-0427,A,08/27/04,NCA,SUCCESSFUL,4,10:00,.,39.52,-74.3775,39.5223,-74.3816,NJ04-0427-STRL,
NJ04-0430,A,08/19/04,NCA,SUCCESSFUL,4,10:00,.,39.5762,-74.2768,39.5729,-74.2794,NJ04-0430-STRL,
NJ04-0435,B,07/27/04,NCA,SUCCESSFUL,3,08:00,.,39.7191,-74.1402,39.7205,-74.1434,NJ04-0435-STRL,
NJ04-0437,A,07/21/04,NCA,SUCCESSFUL,2,10:00,1.5,39.819,-74.1001,39.8167,-74.0985,NJ04-0437-STRL,
NJ04-0438,A,07/26/04,NCA,SUCCESSFUL,2,10:00,1.5,39.9433,-74.1218,39.9444,-74.1167,NJ04-0438-STRL,
NJ04-0440,A,07/26/04,NCA,SUCCESSFUL,5,10:00,.,40.0365,-74.0579,40.0397,-74.0559,NJ04-0440-STRL,
NJ04-0445,A,07/22/04,NCA,SUCCESSFUL,0,10:00,.,40.3403,-74.0884,40.339,-74.0837,NJ04-0445-STRL,
NJ04-0446,A,08/16/04,NCA,SUCCESSFUL,3,10:00,.,40.3796,-74.0142,40.3785,-74.0178,NJ04-0446-STRL,
NJ04-0448,A,08/03/04,NCA,SUCCESSFUL,11,10:00,1.5,38.9702,-74.9904,38.9764,-74.9872,NJ04-0448-STRL,
NJ04-0450,A,08/03/04,NCA,SUCCESSFUL,13,10:00,1.5,39.1089,-75.0622,39.1151,-75.0654,NJ04-0450-STRL,
NJ04-0451,A,08/03/04,NCA,SUCCESSFUL,12,10:00,1.5,39.1962,-75.2191,39.1975,-75.2191,NJ04-0451-STRL,
NJ04-0453,A,09/03/04,NCA,SUCCESSFUL,5,10:00,.,39.1354,-74.9114,39.1315,-74.9129,NJ04-0453-STRL,
NJ04-0456,A,08/04/04,NCA,SUCCESSFUL,10,10:00,1.5,39.3102,-75.3257,39.3134,-75.3285,NJ04-0456-STRL,
NJ04-0457,A,09/22/04,NCA,SUCCESSFUL,9,10:00,.,39.9658,-74.9606,39.9669,-74.9554,NJ04-0457-STRL,
NJ04-0458,B,09/22/04,NCA,SUCCESSFUL,3,10:00,.,38.9665,-74.9429,38.9667,-74.9425,NJ04-0458-STRL,
NJ04-0459,A,09/01/04,NCA,SUCCESSFUL,5,10:00,.,39.281,-75.2442,39.2835,-75.2401,NJ04-0459-STRL,
NJ04-0465,A,09/02/04,NCA,UNSUCCESSFUL,2,08:00,.,39.4299,-75.4334,39.4272,-75.4514,NJ04-0465-STRL,
NJ04-0467,A,09/02/04,NCA,SUCCESSFUL,7,10:00,.,39.3876,-75.0391,39.3842,-75.0369,NJ04-0467-STRL,
NJ04-0470,A,08/02/04,NCA,SUCCESSFUL,13,10:00,1.5,38.9565,-75.0243,38.9634,-75.0241,NJ04-0470-STRL,
NJ04-0472,A,08/04/04,NCA,SUCCESSFUL,11,10:00,1.5,39.2583,-75.3288,39.2621,-75.3328,NJ04-0472-STRL,
NJ04-0475,A,08/26/04,NCA,SUCCESSFUL,1,10:00,.,40.133,-74.7502,40.1335,-74.7454,NJ04-0475-STRL,
NY04-0083,A,09/08/04,NCA,SUCCESSFUL,5,10:00,2.0,40.8873,-73.7012,40.8997,-73.7087,S001,
NY04-0200,A,09/09/04,NCA,SUCCESSFUL,4,10:00,2.1,40.783,-73.761,40.7902,-73.763,S001,
NY04-0200,A,09/09/04,NCA,SUCCESSFUL,7,10:00,2.1,40.7933,-73.7635,40.8002,-73.7667,S002,
NY04-0206,A,09/13/04,NCA,SUCCESSFUL,7,10:00,2.2,40.878,-73.5128,40.8847,-73.512,S001,
NY04-0206,A,09/13/04,NCA,SUCCESSFUL,7,10:00,2.1,40.878,-73.5128,40.8848,-73.512,S002,
NY04-0209,B,09/13/04,NCA,SUCCESSFUL,8,10:00,2.5,40.8893,-73.54,40.8833,-73.5415,S001,
NY04-0212,B,07/15/04,NCA,SUCCESSFUL,2,10:00,2.0,40.9225,-73.3682,40.9213,-73.3773,S002,
NY04-0212,B,09/10/04,NCA,SUCCESSFUL,4,10:00,2.0,40.9222,-73.3762,40.9232,-73.3668,S001,
NY04-0212,B,09/10/04,NCA,SUCCESSFUL,8,10:00,2.0,40.9218,-73.378,40.922,-73.3685,S002,
NY04-0218,A,07/19/04,NCA,SUCCESSFUL,9,10:00,1.7,41.0797,-73.8915,41.0737,-73.8915,S001,
NY04-0219,A,07/19/04,NCA,SUCCESSFUL,7,10:00,1.9,41.1927,-73.9253,41.1878,-73.9202,S001,
NY04-0219,A,07/19/04,NCA,SUCCESSFUL,6,10:00,1.9,41.188,-73.9207,41.1825,-73.9163,S002,
NY04-0220,A,07/20/04,NCA,SUCCESSFUL,7,10:00,2.0,42.0958,-73.9275,42.1028,-73.9255,S001,
NY04-0220,A,07/20/04,NCA,SUCCESSFUL,6,10:00,1.4,42.0975,-73.9268,42.1047,-73.925,S002,
NY04-0221,A,07/21/04,NCA,SUCCESSFUL,7,10:00,2.6,42.4955,-73.781,42.5017,-73.7777,S001,
NY04-0222,A,07/21/04,NCA,UNSUCCESSFUL,.,10:00,2.3,42.7145,-73.7018,42.7205,-73.6998,S001,
NY04-0225,A,07/12/04,NCA,SUCCESSFUL,3,10:00,2.2,40.5187,-74.1063,40.5253,-74.108,S001,
NY04-0225,A,07/12/04,NCA,SUCCESSFUL,6,10:00,1.8,40.5177,-74.1082,40.5213,-74.115,S002,
NY04-0228,C,07/12/04,NCA,SUCCESSFUL,1,10:00,2.0,40.545,-74.1032,40.5503,-74.0987,S001,
NY04-0228,C,07/12/04,NCA,SUCCESSFUL,2,10:00,2.0,40.5445,-74.1032,40.5495,-74.0845,S002,
NY04-0231,A,07/09/04,NCA,SUCCESSFUL,3,8:00,2.0,40.6093,-74.1993,40.6045,-74.1978,S001,
NY04-0234,A,07/12/04,NCA,SUCCESSFUL,6,10:00,1.5,40.605,-73.88,40.611,-73.8848,S001,
NY04-0241,B,07/13/04,NCA,SUCCESSFUL,6,10:00,2.3,40.7957,-73.8697,40.7953,-73.8615,S001,
NY04-0245,A,07/13/04,NCA,SUCCESSFUL,5,10:00,0.8,40.8832,-73.935,40.8748,-73.939,S001,
NY04-0245,A,07/13/04,NCA,SUCCESSFUL,6,10:00,0.7,40.8667,-73.9353,40.8752,-73.939,S002,
NY04-0246,B,07/08/04,NCA,UNSUCCESSFUL,3,5:00,2.3,40.6118,-73.6273,40.6103,-73.63,S001,
NY04-0254,A,09/15/04,NCA,SUCCESSFUL,8,10:00,2.2,40.698,-73.229,40.7015,-73.2363,S001,
NY04-0254,A,09/15/04,NCA,SUCCESSFUL,11,10:00,2.2,40.6975,-73.2277,40.7013,-73.2347,S002,
NY04-0256,A,09/14/04,NCA,SUCCESSFUL,5,10:00,2.0,40.7342,-73.0028,40.7347,-73.0115,S001,
NY04-0256,A,09/14/04,NCA,SUCCESSFUL,4,10:00,2.0,40.7318,-72.9938,40.7332,-73.0023,S002,
NY04-0262,B,07/27/04,NCA,SUCCESSFUL,4,10:00,1.9,40.9808,-72.3935,40.9748,-72.3983,S001,
NY04-0262,B,07/27/04,NCA,SUCCESSFUL,6,10:00,1.9,40.9797,-72.3953,40.9737,-72.3997,S002,
NY04-0264,A,07/26/04,NCA,SUCCESSFUL,8,10:00,1.7,41.058,-72.2162,41.056,-72.225,S001,
NY04-0264,A,07/26/04,NCA,SUCCESSFUL,7,10:00,1.5,41.0577,-72.218,41.0558,-72.2265,S002,
NY04-0266,A,07/26/04,NCA,SUCCESSFUL,6,10:00,1.8,41.0598,-72.0018,41.0533,-72.0037,S001,
NY04-0270,B,07/26/04,NCA,UNSUCCESSFUL,1,5:00,1.8,41.0873,-72.0563,.,.,S001,
NY04-0270,B,07/26/04,NCA,UNSUCCESSFUL,.,10:00,.,.,.,.,.,S002,
NY04-0272,A,07/23/04,NCA,SUCCESSFUL,3,10:00,2.8,41.1725,-72.154,41.1737,-72.1453,S001,
NY04-0272,A,07/23/04,NCA,SUCCESSFUL,1,10:00,2.0,41.1722,-72.152,41.1793,-72.1567,S002,
NY04-0284,A,09/30/04,CT,SUCCESSFUL,14,30:00,.,.,.,.,., ,
NY04-0401,A,09/15/04,CT,SUCCESSFUL,16,30:00,.,.,.,.,., ,
NY04-0405,A,09/13/04,CT,SUCCESSFUL,14,30:00,.,.,.,.,., ,
NY04-0409,A,09/16/04,CT,SUCCESSFUL,11,30:00,.,.,.,.,., ,
PA04-0400,C,08/10/04,NCA,SUCCESSFUL,5,10:00,1.5,39.9302,-75.2103,39.9265,-75.212,PA04-0400-STRL,
PA04-0402,A,08/11/04,NCA,SUCCESSFUL,6,10:00,1.5,39.8132,-75.3947,39.8115,-75.3988,PA04-0402-STRL,
PA04-0404,C,08/10/04,NCA,UNSUCCESSFUL,., ,.,.,.,.,.,PA04-0404-STRL,
RI04-0461,A,07/21/04,RI,SUCCESSFUL,14,10:00,.,41.4758,-71.3814,41.4831,-71.3814,RI04-0461-STRL,
RI04-0463,A,07/19/04,RI,SUCCESSFUL,9,20:00,.,41.4606,-71.415,41.4744,-71.4114,RI04-0463-STRL,
RI04-0467,A,07/20/04,RI,SUCCESSFUL,3,20:00,.,41.6781,-71.2236,41.6836,-71.2322,RI04-0467-STRL,
RI04-0469,A,07/16/04,RI,SUCCESSFUL,10,20:00,.,41.5192,-71.3472,41.5289,-71.3558,RI04-0469-STRL,
RI04-0471,A,08/11/04,RI,SUCCESSFUL,11,20:00,.,41.5942,-71.3669,41.5842,-71.3569,RI04-0471-STRL,
RI04-0473,A,08/11/04,RI,SUCCESSFUL,11,20:00,.,41.5522,-71.4114,41.5625,-71.4203,RI04-0473-STRL,
RI04-0475,A,07/14/04,RI,SUCCESSFUL,14,20:00,.,41.6589,-71.3753,41.6689,-71.3625,RI04-0475-STRL,
RI04-0477,A,07/14/04,RI,SUCCESSFUL,8,20:00,.,41.6714,-71.3336,41.6714,-71.3283,RI04-0477-STRL,
RI04-0481,A,07/20/04,RI,SUCCESSFUL,9,19:00,.,41.6553,-71.2397,41.6461,-71.2522,RI04-0481-STRL,
RI04-0483,A,07/20/04,RI,SUCCESSFUL,12,10:00,.,41.5717,-71.2214,41.5786,-71.2214,RI04-0483-STRL,
RI04-0486,A,07/21/04,RI,SUCCESSFUL,11,20:00,.,41.46,-71.3772,41.4472,-71.3844,RI04-0486-STRL,
RI04-0487,A,07/20/04,RI,SUCCESSFUL,10,20:00,.,41.5178,-71.2033,41.5033,-71.2142,RI04-0487-STRL,
CT05-0004,A,07/21/05,NCA,SUCCESSFUL,4,10:00,1.7,40.0507,-73.2296,40.0515,-73.2219,S001,
CT05-0004,A,07/21/05,NCA,SUCCESSFUL,2,10:00,1.7,40.051,-73.2179,40.0523,-73.2207,S002,
CT05-0018,A,07/07/05,NCA,SUCCESSFUL,0,10:00,1.7,41.0556,-73.0827,41.0527,-73.0901,S001,
CT05-0018,A,07/07/05,NCA,SUCCESSFUL,0,10:00,1.4,40.0564,-73.0823,40.0531,-73.0884,S002,
CT05-0051,A,09/28/05,CT,SUCCESSFUL,3,30,.,41.02,-73.46,.,., ,
CT05-0052,A,09/13/05,CT,SUCCESSFUL,3,30,.,41.04,-72.7,.,., ,
CT05-0053,A,09/30/05,CT,SUCCESSFUL,3,14,.,41.06,-73.31,.,., ,
CT05-0054,A,09/19/05,CT,SUCCESSFUL,3,30,.,41.09,-72.92,.,., ,
CT05-0055,A,09/19/05,CT,SUCCESSFUL,3,30,.,41.12,-72.96,.,., ,
CT05-0056,A,09/14/05,CT,SUCCESSFUL,2,30,.,41.15,-72.48,.,., ,
CT05-0057,A,09/15/05,CT,SUCCESSFUL,3,30,.,41.17,-72.53,.,., ,
CT05-0058,A,09/09/05,CT,SUCCESSFUL,0,30,.,41.22,-72.25,.,., ,
CT05-0059,A,09/08/05,CT,SUCCESSFUL,0,30,.,41.24,-72.39,.,., ,
CT05-0060,A,09/09/05,CT,SUCCESSFUL,2,30,.,41.29,-72.15,.,., ,
CT05-0061,A,09/28/05,CT,SUCCESSFUL,3,30,.,40.92,-73.6,.,., ,
DB05-0001,A,08/04/05,NCA,SUCCESSFUL,7,5,3.0,39.1244,-75.3472,39.1216,-75.3499,DB05-0001-STRL,
DB05-0004,A,07/30/05,NCA,SUCCESSFUL,0,10:00,.,39.0821,-75.1866,39.0863,-75.1913,DB05-0004-STD,
DB05-0005,A,08/05/05,NCA,SUCCESSFUL,5,5,2.9,38.7985,-75.1118,38.798,-75.1154,DB05-0005-STRL,
DB05-0006,A,07/30/05,NCA, ,1,10:00,.,39.0937,-75.0652,39.0974,-75.0683,DB05-0006-STD2,
DB05-0007,A,08/18/05,NCA,SUCCESSFUL,6,5,2.5,38.9128,-75.186,38.9084,-75.19,DB05-0007-STRL,
DB05-0008,A,07/26/05,NCA,SUCCESSFUL,0,10:00,.,38.9083,-75.0078,38.905,-75.0063,DB05-0008-STRL,
DB05-0009,A,08/11/05,NCA,SUCCESSFUL,4,5,2.8,38.2166,-75.1969,38.2177,-75.2014,DB05-0009-STRL,
DB05-0010,B,07/28/05,NCA,SUCCESSFUL,0,10:00,2.0,39.1803,-75.1073,39.173,-75.1132,DB05-0010-STDT,
DB05-0013,A,07/29/05,NCA,SUCCESSFUL,0,10:00,.,38.9786,-75.2011,38.9823,-75.2048,DB05-0013-STDT,
DB05-0014,A,08/11/05,NCA,SUCCESSFUL,1,5,3.0,39.1652,-75.1712,39.1681,-75.1752,DB05-0014-STRL,
DB05-0015,B,07/27/05,NCA,SUCCESSFUL,0,10:00,.,39.1076,-75.0058,39.1022,-75.0018,DB05-0015-STDT,
DB05-0019,A,07/31/05,NCA, ,.,10:00,.,39.6553,-75.5423,39.6538,-75.5445,DB05-0019-STDT,
DB05-0020,A,07/27/05,NCA,SUCCESSFUL,5,10:00,1.5,38.9728,-74.9667,38.9785,-74.9684,DB05-0020-STDT,
DB05-0022,A,07/31/05,NCA,SUCCESSFUL,0,10:00,.,39.3739,-75.4743,39.3687,-75.4705,DB05-0022-STDT,
DB05-0023,A,08/04/05,NCA,SUCCESSFUL,2,5,2.5,39.2543,-75.3636,39.2526,-75.362,DB05-0023-STRL,
DB05-0024,A,07/29/05,NCA,UNSUCCESSFUL,.,10:00,.,39.0716,-75.2222,39.0686,-75.2209,DB05-0024-STD2,
DI05-0001,A,07/22/05,DE,SUCCESSFUL,5,5,2.0,38.6572,-75.1015,38.6589,-75.1009,DI05-0001-STRL,
DI05-0007,A,07/21/05,DE,SUCCESSFUL,2,5,2.1,38.5988,-75.093,38.5996,-75.0896,DI05-0007-STRL,
DI05-0008,A,07/18/05,DE,SUCCESSFUL,7,5,2.0,38.4631,-75.0623,38.465,-75.0618,DI05-0008-STRL,
DI05-0009,A,07/22/05,DE,SUCCESSFUL,5,5,2.0,38.6576,-75.094,38.6598,-75.0931,DI05-0009-STRL,
DI05-0011,A,07/18/05,DE,SUCCESSFUL,7,5,2.0,38.5871,-75.1809,38.5877,-75.1838,DI05-0011-STRL,
DI05-0012,A,08/02/05,DE,SUCCESSFUL,5,5,2.1,38.667,-75.1121,38.6653,-75.112,DI05-0012-STRL,
DI05-0013,A,07/18/05,DE,SUCCESSFUL,7,5,1.8,38.6073,-75.1248,38.607,-75.1276,DI05-0013-STRL,
DI05-0014,A,07/18/05,DE,SUCCESSFUL,3,5,2.0,38.4916,-75.059,38.4945,-75.0593,DI05-0014-STRL,
DI05-0016,A,07/20/05,DE,SUCCESSFUL,7,5,2.0,38.5047,-75.0697,38.504,-75.0728,DI05-0016-STRL,
DI05-0018,A,07/19/05,DE,SUCCESSFUL,5,5,2.0,38.6125,-75.1029,38.6128,-75.1064,DI05-0018-STRL,
DI05-0019,A,07/19/05,DE,SUCCESSFUL,8,5,2.0,38.6066,-75.1338,38.6078,-75.1364,DI05-0019-STRL,
DI05-0020,A,07/20/05,DE,SUCCESSFUL,2,5,2.0,38.4793,-75.0771,38.4818,-75.0795,DI05-0020-STRL,
DI05-0023,A,07/18/05,DE,SUCCESSFUL,4,5,1.9,38.5778,-75.1816,38.575,-75.184,DI05-0023-STRL,
DI05-0024,A,07/18/05,DE,SUCCESSFUL,5,5,2.0,38.6659,-75.0956,38.6642,-75.0954,DI05-0024-STRL,
DI05-0025,A,07/18/05,DE,SUCCESSFUL,6,5,1.8,38.5937,-75.2056,38.5935,-75.2078,DI05-0025-STRL,
MD05-0001,A,08/25/05,MD,SUCCESSFUL,3, ,.,.,.,.,., ,
MD05-0003,B,09/19/05,MD,SUCCESSFUL,5, ,.,.,.,.,., ,
MD05-0004,A,08/25/05,MD,SUCCESSFUL,5, ,.,.,.,.,., ,
MD05-0005,A,09/12/05,MD,SUCCESSFUL,0, ,.,.,.,.,., ,
MD05-0007,A,08/24/05,MD,SUCCESSFUL,8, ,.,.,.,.,., ,
MD05-0009,B,09/14/05,MD,SUCCESSFUL,6, ,.,.,.,.,., ,
MD05-0010,A,09/12/05,MD,SUCCESSFUL,0, ,.,.,.,.,., ,
MD05-0011,A,09/19/05,MD,SUCCESSFUL,5, ,.,.,.,.,., ,
MD05-0012,A,08/25/05,MD,SUCCESSFUL,7, ,.,.,.,.,., ,
MD05-0013,A,09/09/05,MD,SUCCESSFUL,2, ,.,.,.,.,., ,
MD05-0017,A,09/12/05,MD,SUCCESSFUL,2, ,.,.,.,.,., ,
MD05-0018,B,09/11/05,MD,SUCCESSFUL,2, ,.,.,.,.,., ,
MD05-0019,A,09/14/05,MD,SUCCESSFUL,6, ,.,.,.,.,., ,
MD05-0020,A,09/10/05,MD,SUCCESSFUL,1, ,.,.,.,.,., ,
MD05-0021,A,09/12/05,MD,UNSUCCESSFUL,., ,.,.,.,.,., ,
