Dataset:              Fish Counts by Species
File Name:            FISH_CNT.dat
Date Created:         06/08/10
# Variables:          7
# Header Records:     18
# Data Records:       6341
Delimiter:            ,
Missing Value Symbol: .

Variables:    STATION       Station Name                          
              STAT_ALT      Alternate Site Sampled (A B or C)  
              EVNTDATE      Event Date                          
              FTRAWLID      Fish Trawl Descriptive Data              
              FCOMNAME      Fish Taxa Common Name              
              CLASS         Fish Size Classification          
              F_COUNT       Number of this Fish Taxa caught  

STATION,STAT_ALT,EVNTDATE,FCOMNAME,F_CLASS,F_COUNT,ftrawlid,
NJ01-0110,A,10/08/01,NAKED GOBY, ,1, ,
NJ01-0110,A,10/08/01,STRIPED SEAROBIN, ,1, ,
NJ01-0110,A,10/08/01,WHITE PERCH, ,1, ,
NJ01-0112,A,10/10/01,BAY ANCHOVY,CLASS 1,208, ,
NJ01-0112,A,10/10/01,BAY ANCHOVY,CLASS 2,121, ,
NJ01-0114,A,10/11/01,ATLANTIC SILVERSIDE, ,17, ,
NJ01-0114,A,10/11/01,BAY ANCHOVY,CLASS 1,36, ,
NJ01-0114,A,10/11/01,BAY ANCHOVY,CLASS 2,354, ,
NJ01-0114,A,10/11/01,BLACK SEA BASS, ,1, ,
NJ01-0114,A,10/11/01,LINED SEAHORSE, ,1, ,
NJ01-0114,A,10/11/01,SMALLMOUTH FLOUNDER, ,1, ,
NJ01-0114,A,10/11/01,TAUTOG, ,2, ,
NJ01-0114,A,10/11/01,WINTER FLOUNDER, ,2, ,
NJ01-0116,A,10/11/01,BAY ANCHOVY,CLASS 1,63, ,
NJ01-0116,A,10/11/01,BAY ANCHOVY,CLASS 2,85, ,
NJ01-0118,A,10/12/01,BAY ANCHOVY, ,1, ,
NJ01-0118,A,10/12/01,BLACK SEA BASS, ,3, ,
NJ01-0118,A,10/12/01,SPOTFIN BUTTERFLYFISH, ,1, ,
NJ01-0118,A,10/12/01,TAUTOG, ,1, ,
NJ01-0120,A,10/18/01,ALEWIFE, ,4, ,
NJ01-0120,A,10/18/01,BLUEBACK HERRING, ,5, ,
NJ01-0120,A,10/18/01,BLUEGILL, ,2, ,
NJ01-0120,A,10/18/01,CREEK CHUB, ,1, ,
NJ01-0120,A,10/18/01,GOLDEN SHINER, ,7, ,
NJ01-0120,A,10/18/01,TESSELLATED DARTER, ,1, ,
NJ01-0120,A,10/18/01,WHITE PERCH, ,2, ,
NJ01-0120,A,10/18/01,YELLOW PERCH, ,4, ,
NJ01-0122,A,10/18/01,ATLANTIC SILVERSIDE, ,1, ,
NJ01-0122,A,10/18/01,BAY ANCHOVY, ,5, ,
NJ01-0122,A,10/18/01,NORTHERN PIPEFISH, ,1, ,
NJ01-0122,A,10/18/01,WHITE PERCH, ,1, ,
NY01-0002,A,08/06/01,STRIPED SEAROBIN, ,5, ,
NY01-0002,A,08/06/01,SUMMER FLOUNDER, ,1, ,
NY01-0002,A,08/06/01,SUMMER FLOUNDER, ,4, ,
NY01-0002,A,08/06/01,WINTER FLOUNDER, ,1, ,
NY01-0006,A,08/06/01,SCUP, ,23, ,
NY01-0006,A,08/06/01,SCUP, ,1, ,
NY01-0006,A,08/06/01,SUMMER FLOUNDER, ,1, ,
NY01-0006,A,08/06/01,WEAKFISH, ,1, ,
NY01-0008,A,08/08/01,BLUEFISH, ,2, ,
NY01-0008,A,08/08/01,OYSTER TOADFISH, ,1, ,
NY01-0008,A,08/08/01,SCUP, ,8, ,
NY01-0008,A,08/08/01,SUMMER FLOUNDER, ,2, ,
NY01-0008,A,08/08/01,SUMMER FLOUNDER, ,1, ,
NY01-0008,A,08/08/01,WEAKFISH, ,1, ,
NY01-0008,A,08/08/01,WINTER FLOUNDER, ,5, ,
NY01-0008,A,08/08/01,WINTER FLOUNDER, ,5, ,
NY01-0012,B,08/08/01,BLUEFISH, ,6, ,
NY01-0012,B,08/08/01,BUTTERFISH, ,1, ,
NY01-0012,B,08/08/01,SUMMER FLOUNDER, ,5, ,
NY01-0012,B,08/08/01,WINTER FLOUNDER, ,1, ,
NY01-0012,B,08/08/01,WINTER FLOUNDER, ,8, ,
NY01-0014,A,08/09/01,SCUP, ,4, ,
NY01-0014,A,08/09/01,STRIPED SEAROBIN, ,2, ,
NY01-0014,A,08/09/01,SUMMER FLOUNDER, ,6, ,
NY01-0014,A,08/09/01,SUMMER FLOUNDER, ,1, ,
NY01-0014,A,08/09/01,WINTER FLOUNDER, ,4, ,
NY01-0014,A,08/09/01,WINTER FLOUNDER, ,2, ,
NY01-0016,A,08/09/01,SUMMER FLOUNDER, ,1, ,
NY01-0018,A,08/10/01,SCUP, ,32, ,
NY01-0018,A,08/10/01,SCUP, ,1, ,
NY01-0018,A,08/10/01,SUMMER FLOUNDER, ,1, ,
NY01-0018,A,08/10/01,TAUTOG, ,2, ,
NY01-0018,A,08/10/01,WINTER FLOUNDER, ,1, ,
NY01-0020,B,08/10/01,CUNNER, ,2, ,
NY01-0020,B,08/10/01,GRUBBY SCULPIN, ,1, ,
NY01-0020,B,08/10/01,SCUP, ,3, ,
NY01-0020,B,08/10/01,TAUTOG, ,4, ,
NY01-0020,B,08/10/01,WINDOWPANE, ,1, ,
NY01-0020,B,08/10/01,WINTER FLOUNDER, ,8, ,
NY01-0020,B,08/10/01,WINTER FLOUNDER, ,1, ,
NY01-0023,A,07/31/01,ATLANTIC STURGEON, ,1, ,
NY01-0023,A,07/31/01,BROWN BULLHEAD, ,2, ,
NY01-0023,A,07/31/01,BROWN BULLHEAD, ,5, ,
NY01-0023,A,07/31/01,ATLANTIC TOMCOD, ,1, ,
NY01-0023,A,07/31/01,WHITE PERCH, ,65, ,
NY01-0026,A,08/16/01,BAY ANCHOVY, ,3, ,
NY01-0026,A,08/16/01,BLUEFISH, ,2, ,
NY01-0026,A,08/16/01,BUTTERFISH, ,4, ,
NY01-0026,A,08/16/01,LOOKDOWN, ,3, ,
NY01-0026,A,08/16/01,SCUP, ,4, ,
NY01-0026,A,08/16/01,STRIPED SEAROBIN, ,4, ,
NY01-0026,A,08/16/01,SUMMER FLOUNDER, ,1, ,
NY01-0026,A,08/16/01,SUMMER FLOUNDER, ,1, ,
NY01-0026,A,08/16/01,WEAKFISH, ,8, ,
NY01-0026,A,08/16/01,WINDOWPANE, ,5, ,
NY01-0026,A,08/16/01,WINTER FLOUNDER, ,5, ,
NY01-0026,A,08/16/01,WINTER FLOUNDER, ,4, ,
NY01-0028,A,07/26/01,BLACK SEA BASS, ,1, ,
NY01-0028,A,07/26/01,SCUP, ,12, ,
NY01-0028,A,07/26/01,SCUP, ,4, ,
NY01-0028,A,07/26/01,STRIPED SEAROBIN, ,2, ,
NY01-0028,A,07/26/01,SUMMER FLOUNDER, ,7, ,
NY01-0028,A,07/26/01,THORNY SKATE, ,3, ,
NY01-0028,A,07/26/01,WEAKFISH, ,3, ,
NY01-0028,A,07/26/01,WINDOWPANE, ,2, ,
NY01-0040,A,07/25/01,SCUP, ,32, ,
NY01-0042,A,07/24/01,BUTTERFISH, ,1, ,
NY01-0042,A,07/24/01,PUFFER, ,1, ,
NY01-0042,A,07/24/01,SUMMER FLOUNDER, ,3, ,
NY01-0042,A,07/24/01,SUMMER FLOUNDER, ,2, ,
NY01-0042,A,07/24/01,WINTER FLOUNDER, ,3, ,
NY01-0042,A,07/24/01,WINTER FLOUNDER, ,2, ,
NY01-0046,A,07/23/01,SMALLMOUTH FLOUNDER, ,1, ,
NY01-0046,A,07/23/01,SUMMER FLOUNDER, ,1, ,
NY01-0046,A,07/23/01,SUMMER FLOUNDER, ,1, ,
NY01-0046,A,07/23/01,WINTER FLOUNDER, ,1, ,
NY01-0046,A,07/23/01,WINTER FLOUNDER, ,2, ,
NY01-0048,A,07/23/01,BAY ANCHOVY, ,2, ,
NY01-0048,A,07/23/01,BLUEFISH, ,1, ,
NY01-0048,A,07/23/01,STRIPED SEAROBIN, ,1, ,
NY01-0048,A,07/23/01,SUMMER FLOUNDER, ,1, ,
NY01-0048,A,07/23/01,WEAKFISH, ,1, ,
NY01-0050,A,07/23/01,BLUEFISH, ,2, ,
NY01-0050,A,07/23/01,WEAKFISH, ,2, ,
NY01-0050,A,07/23/01,WINTER FLOUNDER, ,2, ,
NY01-0050,A,07/23/01,WINTER FLOUNDER, ,1, ,
NY01-0052,A,07/23/01,PUFFER, ,2, ,
NY01-0054,B,07/20/01,RIVER BLACKFISH, ,3, ,
NY01-0054,B,07/20/01,SUMMER FLOUNDER, ,2, ,
NY01-0054,B,07/20/01,WINTER FLOUNDER, ,1, ,
NY01-0056,A,07/20/01,ALEWIFE, ,4, ,
NY01-0056,A,07/20/01,ATLANTIC MENHADEN, ,2, ,
NY01-0056,A,07/20/01,ATLANTIC SILVERSIDE, ,1, ,
NY01-0056,A,07/20/01,BLUEFISH, ,8, ,
NY01-0056,A,07/20/01,SCUP, ,18, ,
NY01-0056,A,07/20/01,WEAKFISH, ,4, ,
NY01-0056,A,07/20/01,WINTER FLOUNDER, ,3, ,
NY01-0056,A,07/20/01,WINTER FLOUNDER, ,1, ,
NY01-0058,A,07/17/01,BLUEFISH, ,6, ,
NY01-0058,A,07/17/01,BUTTERFISH, ,25, ,
NY01-0058,A,07/17/01,NAKED SOLE, ,1, ,
NY01-0058,A,07/17/01,SCUP, ,47, ,
NY01-0058,A,07/17/01,SMOOTH DOGFISH, ,1, ,
NY01-0058,A,07/17/01,STRIPED SEAROBIN, ,1, ,
NY01-0058,A,07/17/01,SUMMER FLOUNDER, ,1, ,
NY01-0058,A,07/17/01,WEAKFISH, ,320, ,
NY01-0060,A,07/18/01,CUNNER, ,1, ,
NY01-0060,A,07/18/01,OYSTER TOADFISH, ,1, ,
NY01-0060,A,07/18/01,RIVER BLACKFISH, ,2, ,
NY01-0060,A,07/18/01,SCUP, ,26, ,
NY01-0060,A,07/18/01,SUMMER FLOUNDER, ,1, ,
NY01-0060,A,07/18/01,WINTER FLOUNDER, ,9, ,
NY01-0060,A,07/18/01,WINTER FLOUNDER, ,1, ,
NY01-0066,A,07/19/01,BUTTERFISH, ,1, ,
NY01-0066,A,07/19/01,RIVER BLACKFISH, ,1, ,
NY01-0068,A,07/19/01,SCUP, ,4, ,
PA01-0002,A,10/09/01,AMERICAN EEL, ,2, ,
PA01-0002,A,10/09/01,BROWN BULLHEAD, ,13, ,
PA01-0002,A,10/09/01,CHANNEL CATFISH, ,28, ,
PA01-0002,A,10/09/01,HOGCHOKER, ,3, ,
PA01-0002,A,10/09/01,STRIPED BASS, ,1, ,
PA01-0002,A,10/09/01,WHITE PERCH, ,35, ,
PA01-0004,A,09/26/01,WHITE PERCH, ,88, ,
CT02-0220,A,10/01/02,LOBSTER, ,21, ,
CT02-0220,A,10/01/02,AMERICAN SHAD, ,2, ,
CT02-0220,A,10/01/02,BAY ANCHOVY, ,2, ,
CT02-0220,A,10/01/02,BLUEFISH, ,78, ,
CT02-0220,A,10/01/02,BUTTERFISH, ,1470, ,
CT02-0220,A,10/01/02,LONGFIN SQUID, ,77, ,
CT02-0220,A,10/01/02,MOONFISH, ,2, ,
CT02-0220,A,10/01/02,SCUP, ,1061, ,
CT02-0220,A,10/01/02,SMOOTH DOGFISH, ,20, ,
CT02-0220,A,10/01/02,STRIPED BASS, ,5, ,
CT02-0220,A,10/01/02,STRIPED SEAROBIN, ,14, ,
CT02-0220,A,10/01/02,SUMMER FLOUNDER, ,8, ,
CT02-0220,A,10/01/02,WEAKFISH, ,440, ,
CT02-0220,A,10/01/02,WINDOWPANE, ,2, ,
CT02-0220,A,10/01/02,WINTER FLOUNDER, ,12, ,
CT02-0221,A,09/24/02,LOBSTER, ,23, ,
CT02-0221,A,09/24/02,BLUEFISH, ,53, ,
CT02-0221,A,09/24/02,BUTTERFISH, ,1224, ,
CT02-0221,A,09/24/02,LONGFIN SQUID, ,68, ,
CT02-0221,A,09/24/02,SCUP, ,251, ,
CT02-0221,A,09/24/02,SMOOTH DOGFISH, ,8, ,
CT02-0221,A,09/24/02,STRIPED SEAROBIN, ,4, ,
CT02-0221,A,09/24/02,SUMMER FLOUNDER, ,19, ,
CT02-0221,A,09/24/02,WEAKFISH, ,158, ,
CT02-0221,A,09/24/02,WINDOWPANE, ,4, ,
CT02-0222,A,09/24/02,LOBSTER, ,6, ,
CT02-0222,A,09/24/02,BAY ANCHOVY, ,50, ,
CT02-0222,A,09/24/02,BLACK SEA BASS, ,6, ,
CT02-0222,A,09/24/02,BLUEFISH, ,16, ,
CT02-0222,A,09/24/02,BUTTERFISH, ,266, ,
CT02-0222,A,09/24/02,HOGCHOKER, ,1, ,
CT02-0222,A,09/24/02,LITTLE SKATE, ,2, ,
CT02-0222,A,09/24/02,LONGFIN SQUID, ,18, ,
CT02-0222,A,09/24/02,NORTHERN SEAROBIN, ,9, ,
CT02-0222,A,09/24/02,SCUP, ,1058, ,
CT02-0222,A,09/24/02,SMALLMOUTH FLOUNDER, ,1, ,
CT02-0222,A,09/24/02,SPOTTED HAKE, ,3, ,
CT02-0222,A,09/24/02,STRIPED SEAROBIN, ,40, ,
CT02-0222,A,09/24/02,SUMMER FLOUNDER, ,27, ,
CT02-0222,A,09/24/02,TAUTOG, ,4, ,
CT02-0222,A,09/24/02,WEAKFISH, ,9, ,
CT02-0222,A,09/24/02,WINDOWPANE, ,19, ,
CT02-0222,A,09/24/02,WINTER FLOUNDER, ,40, ,
CT02-0223,A,09/24/02,LOBSTER, ,12, ,
CT02-0223,A,09/24/02,ATLANTIC MENHADEN, ,1, ,
CT02-0223,A,09/24/02,BAY ANCHOVY, ,13, ,
CT02-0223,A,09/24/02,BLACK SEA BASS, ,2, ,
CT02-0223,A,09/24/02,BLUEFISH, ,21, ,
CT02-0223,A,09/24/02,BUTTERFISH, ,437, ,
CT02-0223,A,09/24/02,HOGCHOKER, ,2, ,
CT02-0223,A,09/24/02,LITTLE SKATE, ,1, ,
CT02-0223,A,09/24/02,LONGFIN SQUID, ,30, ,
CT02-0223,A,09/24/02,MOONFISH, ,7, ,
CT02-0223,A,09/24/02,SCUP, ,678, ,
CT02-0223,A,09/24/02,SMOOTH DOGFISH, ,4, ,
CT02-0223,A,09/24/02,STRIPED SEAROBIN, ,30, ,
CT02-0223,A,09/24/02,SUMMER FLOUNDER, ,27, ,
CT02-0223,A,09/24/02,TAUTOG, ,2, ,
CT02-0223,A,09/24/02,WEAKFISH, ,24, ,
CT02-0223,A,09/24/02,WINDOWPANE, ,8, ,
CT02-0223,A,09/24/02,WINTER FLOUNDER, ,13, ,
CT02-0224,A,09/24/02,LOBSTER, ,13, ,
CT02-0224,A,09/24/02,BAY ANCHOVY, ,6, ,
CT02-0224,A,09/24/02,BLUEFISH, ,71, ,
CT02-0224,A,09/24/02,BUTTERFISH, ,1579, ,
CT02-0224,A,09/24/02,FOURSPOT FLOUNDER, ,2, ,
CT02-0224,A,09/24/02,LITTLE SKATE, ,2, ,
CT02-0224,A,09/24/02,LONGFIN SQUID, ,124, ,
CT02-0224,A,09/24/02,NORTHERN SEAROBIN, ,4, ,
CT02-0224,A,09/24/02,SCUP, ,806, ,
CT02-0224,A,09/24/02,SMOOTH DOGFISH, ,2, ,
CT02-0224,A,09/24/02,STRIPED SEAROBIN, ,4, ,
CT02-0224,A,09/24/02,SUMMER FLOUNDER, ,15, ,
CT02-0224,A,09/24/02,WEAKFISH, ,15, ,
CT02-0224,A,09/24/02,WINDOWPANE, ,2, ,
CT02-0224,A,09/24/02,WINTER FLOUNDER, ,19, ,
CT02-0225,A,09/25/02,ALEWIFE, ,1, ,
CT02-0225,A,09/25/02,LOBSTER, ,15, ,
CT02-0225,A,09/25/02,ATLANTIC MENHADEN, ,4, ,
CT02-0225,A,09/25/02,BLACK SEA BASS, ,1, ,
CT02-0225,A,09/25/02,BLUE CRAB, ,2, ,
CT02-0225,A,09/25/02,BLUEFISH, ,17, ,
CT02-0225,A,09/25/02,BUTTERFISH, ,758, ,
CT02-0225,A,09/25/02,LITTLE SKATE, ,3, ,
CT02-0225,A,09/25/02,LONGFIN SQUID, ,11, ,
CT02-0225,A,09/25/02,MOONFISH, ,2, ,
CT02-0225,A,09/25/02,NORTHERN SEAROBIN, ,1, ,
CT02-0225,A,09/25/02,SCUP, ,745, ,
CT02-0225,A,09/25/02,SMOOTH DOGFISH, ,3, ,
CT02-0225,A,09/25/02,STRIPED SEAROBIN, ,30, ,
CT02-0225,A,09/25/02,SUMMER FLOUNDER, ,46, ,
CT02-0225,A,09/25/02,TAUTOG, ,1, ,
CT02-0225,A,09/25/02,WEAKFISH, ,26, ,
CT02-0225,A,09/25/02,WINTER FLOUNDER, ,4, ,
CT02-0225,A,09/25/02,YELLOW JACK, ,1, ,
CT02-0226,A,09/25/02,LOBSTER, ,5, ,
CT02-0226,A,09/25/02,AMERICAN SHAD, ,4, ,
CT02-0226,A,09/25/02,ATLANTIC MENHADEN, ,6, ,
CT02-0226,A,09/25/02,BAY ANCHOVY, ,59, ,
CT02-0226,A,09/25/02,BLACK SEA BASS, ,1, ,
CT02-0226,A,09/25/02,BLUEFISH, ,49, ,
CT02-0226,A,09/25/02,BUTTERFISH, ,1215, ,
CT02-0226,A,09/25/02,LITTLE SKATE, ,16, ,
CT02-0226,A,09/25/02,LONGFIN SQUID, ,57, ,
CT02-0226,A,09/25/02,MOONFISH, ,16, ,
CT02-0226,A,09/25/02,NORTHERN SEAROBIN, ,1, ,
CT02-0226,A,09/25/02,ROUGH SCAD, ,2, ,
CT02-0226,A,09/25/02,SCUP, ,1312, ,
CT02-0226,A,09/25/02,SMOOTH DOGFISH, ,9, ,
CT02-0226,A,09/25/02,SPOT, ,7, ,
CT02-0226,A,09/25/02,SPOTTED HAKE, ,2, ,
CT02-0226,A,09/25/02,STRIPED SEAROBIN, ,40, ,
CT02-0226,A,09/25/02,SUMMER FLOUNDER, ,8, ,
CT02-0226,A,09/25/02,WEAKFISH, ,190, ,
CT02-0226,A,09/25/02,WINDOWPANE, ,2, ,
CT02-0226,A,09/25/02,WINTER FLOUNDER, ,19, ,
CT02-0227,A,09/20/02,ALEWIFE, ,1, ,
CT02-0227,A,09/20/02,ATLANTIC MENHADEN, ,1, ,
CT02-0227,A,09/20/02,ATLANTIC STURGEON, ,4, ,
CT02-0227,A,09/20/02,BUTTERFISH, ,10, ,
CT02-0227,A,09/20/02,FOURSPOT FLOUNDER, ,3, ,
CT02-0227,A,09/20/02,LITTLE SKATE, ,42, ,
CT02-0227,A,09/20/02,LONGFIN SQUID, ,2, ,
CT02-0227,A,09/20/02,NORTHERN KINGFISH, ,1, ,
CT02-0227,A,09/20/02,SCUP, ,42, ,
CT02-0227,A,09/20/02,SMOOTH DOGFISH, ,3, ,
CT02-0227,A,09/20/02,SPOTTED HAKE, ,7, ,
CT02-0227,A,09/20/02,STRIPED SEAROBIN, ,8, ,
CT02-0227,A,09/20/02,SUMMER FLOUNDER, ,7, ,
CT02-0227,A,09/20/02,WEAKFISH, ,147, ,
CT02-0228,A,09/23/02,LOBSTER, ,3, ,
CT02-0228,A,09/23/02,ATLANTIC MENHADEN, ,12, ,
CT02-0228,A,09/23/02,BAY ANCHOVY, ,17, ,
CT02-0228,A,09/23/02,BLACK SEA BASS, ,1, ,
CT02-0228,A,09/23/02,BLUE CRAB, ,2, ,
CT02-0228,A,09/23/02,BLUEFISH, ,124, ,
CT02-0228,A,09/23/02,BUTTERFISH, ,1137, ,
CT02-0228,A,09/23/02,LITTLE SKATE, ,5, ,
CT02-0228,A,09/23/02,LONGFIN SQUID, ,14, ,
CT02-0228,A,09/23/02,MOONFISH, ,70, ,
CT02-0228,A,09/23/02,SCUP, ,1129, ,
CT02-0228,A,09/23/02,SMOOTH DOGFISH, ,3, ,
CT02-0228,A,09/23/02,SPOT, ,2, ,
CT02-0228,A,09/23/02,STRIPED SEAROBIN, ,35, ,
CT02-0228,A,09/23/02,SUMMER FLOUNDER, ,17, ,
CT02-0228,A,09/23/02,WEAKFISH, ,224, ,
CT02-0228,A,09/23/02,WINDOWPANE, ,2, ,
CT02-0229,A,09/17/02,BUTTERFISH, ,7, ,
CT02-0229,A,09/17/02,LITTLE SKATE, ,3, ,
CT02-0229,A,09/17/02,LONGFIN SQUID, ,27, ,
CT02-0229,A,09/17/02,SMOOTH DOGFISH, ,1, ,
CT02-0229,A,09/17/02,SUMMER FLOUNDER, ,3, ,
CT02-0230,A,09/17/02,BLUEFISH, ,1, ,
CT02-0230,A,09/17/02,BUTTERFISH, ,116, ,
CT02-0230,A,09/17/02,LITTLE SKATE, ,3, ,
CT02-0230,A,09/17/02,LONGFIN SQUID, ,79, ,
CT02-0230,A,09/17/02,SCUP, ,1, ,
CT02-0230,A,09/17/02,SMOOTH DOGFISH, ,1, ,
CT02-0230,A,09/17/02,STRIPED SEAROBIN, ,1, ,
CT02-0230,A,09/17/02,SUMMER FLOUNDER, ,4, ,
CT02-0231,A,09/17/02,BUTTERFISH, ,106, ,
CT02-0231,A,09/17/02,CLEARNOSE SKATE, ,1, ,
CT02-0231,A,09/17/02,LITTLE SKATE, ,17, ,
CT02-0231,A,09/17/02,LONGFIN SQUID, ,128, ,
CT02-0231,A,09/17/02,SCUP, ,219, ,
CT02-0231,A,09/17/02,SMOOTH DOGFISH, ,3, ,
CT02-0231,A,09/17/02,SUMMER FLOUNDER, ,1, ,
CT02-0231,A,09/17/02,WINTER FLOUNDER, ,1, ,
CT02-0232,A,09/17/02,BUTTERFISH, ,155, ,
CT02-0232,A,09/17/02,LITTLE SKATE, ,5, ,
CT02-0232,A,09/17/02,LONGFIN SQUID, ,59, ,
CT02-0232,A,09/17/02,NORTHERN SEAROBIN, ,1, ,
CT02-0232,A,09/17/02,SCUP, ,85, ,
CT02-0232,A,09/17/02,SHORT BIGEYE, ,4, ,
CT02-0232,A,09/17/02,SMOOTH DOGFISH, ,1, ,
CT02-0233,A,09/16/02,ATLANTIC MENHADEN, ,2, ,
CT02-0233,A,09/16/02,BAY ANCHOVY, ,1, ,
CT02-0233,A,09/16/02,BLUE CRAB, ,1, ,
CT02-0233,A,09/16/02,BLUEFISH, ,6, ,
CT02-0233,A,09/16/02,BUTTERFISH, ,33, ,
CT02-0233,A,09/16/02,LITTLE SKATE, ,1, ,
CT02-0233,A,09/16/02,LONGFIN SQUID, ,16, ,
CT02-0233,A,09/16/02,MOONFISH, ,1, ,
CT02-0233,A,09/16/02,SCUP, ,185, ,
CT02-0234,A,09/16/02,LOBSTER, ,8, ,
CT02-0234,A,09/16/02,BLUE CRAB, ,1, ,
CT02-0234,A,09/16/02,BUTTERFISH, ,41, ,
CT02-0234,A,09/16/02,CLEARNOSE SKATE, ,1, ,
CT02-0234,A,09/16/02,LITTLE SKATE, ,2, ,
CT02-0234,A,09/16/02,LONGFIN SQUID, ,79, ,
CT02-0234,A,09/16/02,MOONFISH, ,2, ,
CT02-0234,A,09/16/02,SCUP, ,272, ,
CT02-0234,A,09/16/02,STRIPED SEAROBIN, ,2, ,
CT02-0234,A,09/16/02,SUMMER FLOUNDER, ,3, ,
CT02-0234,A,09/16/02,TAUTOG, ,1, ,
CT02-0234,A,09/16/02,WEAKFISH, ,2, ,
DE02-0021,A,09/19/02,ATLANTIC SILVERSIDE, ,1,DE02-0021-STRL,
DE02-0021,A,09/19/02,HOGCHOKER, ,102,DE02-0021-STRL,
DE02-0021,A,09/19/02,WHITE PERCH, ,2,DE02-0021-STRL,
DE02-0051,A,08/01/02,AMERICAN EEL, ,21,DE02-0051-STRL,
DE02-0051,A,08/01/02,ATLANTIC CROAKER, ,702,DE02-0051-STRL,
DE02-0051,A,08/01/02,ATLANTIC MENHADEN, ,2,DE02-0051-STRL,
DE02-0051,A,08/01/02,BAY ANCHOVY, ,1,DE02-0051-STRL,
DE02-0051,A,08/01/02,BLACK EDGE CUSK-EEL, ,1,DE02-0051-STRL,
DE02-0051,A,08/01/02,CHANNEL CATFISH, ,1,DE02-0051-STRL,
DE02-0051,A,08/01/02,HOGCHOKER, ,39,DE02-0051-STRL,
DE02-0051,A,08/01/02,OYSTER TOADFISH, ,1,DE02-0051-STRL,
DE02-0051,A,08/01/02,WEAKFISH, ,149,DE02-0051-STRL,
DE02-0051,A,08/01/02,WHITE PERCH, ,2,DE02-0051-STRL,
DE02-0053,A,08/01/02,AMERICAN EEL, ,1,DE02-0053-STRL,
DE02-0053,A,08/01/02,ATLANTIC CROAKER, ,56,DE02-0053-STRL,
DE02-0053,A,08/01/02,CUSK-EEL, ,9,DE02-0053-STRL,
DE02-0053,A,08/01/02,HOGCHOKER, ,13,DE02-0053-STRL,
DE02-0053,A,08/01/02,STARGAZER, ,1,DE02-0053-STRL,
DE02-0053,A,08/01/02,OYSTER TOADFISH, ,3,DE02-0053-STRL,
DE02-0053,A,08/01/02,WEAKFISH, ,196,DE02-0053-STRL,
DE02-0055,A,08/01/02,ATLANTIC CROAKER, ,209,DE02-0055-STRL,
DE02-0055,A,08/01/02,BAY ANCHOVY,CLASS 2,164,DE02-0055-STRL,
DE02-0055,A,08/01/02,BAY ANCHOVY,CLASS 3,329,DE02-0055-STRL,
DE02-0055,A,08/01/02,BLACK SEA BASS, ,2,DE02-0055-STRL,
DE02-0055,A,08/01/02,BLUEFISH, ,1,DE02-0055-STRL,
DE02-0055,A,08/01/02,BUTTERFISH, ,1,DE02-0055-STRL,
DE02-0055,A,08/01/02,HOGCHOKER, ,30,DE02-0055-STRL,
DE02-0055,A,08/01/02,NORTHERN SEAROBIN, ,4,DE02-0055-STRL,
DE02-0055,A,08/01/02,SPOTTED BURRFISH, ,1,DE02-0055-STRL,
DE02-0055,A,08/01/02,SUMMER FLOUNDER, ,1,DE02-0055-STRL,
DE02-0055,A,08/01/02,OYSTER TOADFISH, ,10,DE02-0055-STRL,
DE02-0055,A,08/01/02,WEAKFISH, ,186,DE02-0055-STRL,
DE02-0057,A,07/29/02,BLACK SEA BASS, ,1,DE02-0057-STRL,
DE02-0057,A,07/29/02,CLEARNOSE SKATE, ,6,DE02-0057-STRL,
DE02-0057,A,07/29/02,NORTHERN SEAROBIN, ,20,DE02-0057-STRL,
DE02-0057,A,07/29/02,PORGY, ,10,DE02-0057-STRL,
DE02-0057,A,07/29/02,SMALLMOUTH FLOUNDER, ,18,DE02-0057-STRL,
DE02-0057,A,07/29/02,SMOOTH DOGFISH, ,9,DE02-0057-STRL,
DE02-0057,A,07/29/02,SUMMER FLOUNDER, ,1,DE02-0057-STRL,
DE02-0057,A,07/29/02,WINDOWPANE, ,27,DE02-0057-STRL,
DE02-0202,A,09/26/02,ANCHOVY, ,11,DE02-0202-STRL,
DE02-0202,A,09/26/02,ATLANTIC CROAKER, ,1,DE02-0202-STRL,
DE02-0202,A,09/26/02,FLOUNDER, ,1,DE02-0202-STRL,
DE02-0202,A,09/26/02,SPOT, ,3,DE02-0202-STRL,
DE02-0202,A,09/26/02,TROUT, ,1,DE02-0202-STRL,
DE02-0205,A,09/12/02,HOGCHOKER, ,252,DE02-0205-STRL,
DE02-0205,A,09/12/02,SILVER PERCH, ,9,DE02-0205-STRL,
DE02-0207,A,09/12/02,BANDED KILLIFISH, ,2,DE02-0207-STRL,
DE02-0207,A,09/12/02,HOGCHOKER, ,32,DE02-0207-STRL,
DE02-0207,A,09/12/02,SILVER PERCH, ,260,DE02-0207-STRL,
DE02-0207,A,09/12/02,STRIPED ANCHOVY, ,164,DE02-0207-STRL,
DE02-0211,A,09/12/02,CHANNEL CATFISH, ,18,DE02-0211-STRL,
DE02-0211,A,09/12/02,HOGCHOKER, ,166,DE02-0211-STRL,
DE02-0211,A,09/12/02,STRIPED ANCHOVY, ,1,DE02-0211-STRL,
DE02-0211,A,09/12/02,WHITE PERCH, ,41,DE02-0211-STRL,
DE02-0215,A,10/01/02,ANCHOVY, ,7,DE02-0215-STRL,
